capri_step pdb run acc_top1 acc_top5 acc_top10 acc_top20 acc_top48 med_top1 med_top5 med_top10 med_top20 med_top48 high_top1 high_top5 high_top10 high_top20 high_top48
7 7q0g run-bound-Para-Epi-mpi-50-50 1 5 10 17 17 1 5 10 16 16 1 5 10 14 14
7 7q0g run-bound-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 7q0g run-bound-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 7q0i run-bound-Para-Epi-mpi-50-50 1 5 10 20 28 1 5 10 20 28 1 5 9 19 27
7 7q0i run-bound-CDR-EpiVag-mpi-50-50 1 5 10 15 15 1 5 10 10 10 1 4 6 6 6
7 7q0i run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 10 17 20 1 5 10 14 14 0 0 2 3 3
7 7pi7 run-bound-Para-Epi-mpi-50-50 1 5 10 20 30 1 5 10 20 22 1 5 10 20 21
7 7pi7 run-bound-CDR-EpiVag-mpi-50-50 1 5 8 14 15 1 5 6 6 6 1 5 6 6 6
7 7pi7 run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 9 17 20 1 5 7 8 8 1 3 5 6 6
7 7f7e run-bound-Para-Epi-mpi-50-50 1 5 10 20 39 1 5 10 20 39 1 5 10 20 36
7 7f7e run-bound-CDR-EpiVag-mpi-50-50 1 5 9 12 12 1 5 9 12 12 0 0 1 1 1
7 7f7e run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 8 11 11 1 5 8 11 11 0 0 0 0 0
7 7n4i run-bound-Para-Epi-mpi-50-50 1 5 10 20 29 1 4 8 18 27 0 2 5 12 19
7 7n4i run-bound-CDR-EpiVag-mpi-50-50 1 4 4 4 4 1 3 3 3 3 1 1 1 1 1
7 7n4i run-bound-CDR-EpiVag-AA-mpi-50-50 1 5 8 11 11 0 2 2 4 4 0 0 0 1 1
7 7mdj run-bound-Para-Epi-mpi-50-50 1 5 10 20 32 1 5 10 20 32 1 5 10 17 26
7 7mdj run-bound-CDR-EpiVag-mpi-50-50 1 4 9 17 28 1 3 6 13 17 1 3 5 11 13
7 7mdj run-bound-CDR-EpiVag-AA-mpi-50-50 0 2 7 15 24 0 1 5 11 17 0 1 3 8 12
7 7s0b run-bound-Para-Epi-mpi-50-50 1 5 10 19 24 1 5 10 15 15 1 5 10 15 15
7 7s0b run-bound-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 7s0b run-bound-CDR-EpiVag-AA-mpi-50-50 1 4 6 7 7 1 4 5 5 5 0 0 0 0 0
7 7qu2 run-bound-Para-Epi-mpi-50-50 1 5 10 20 38 1 5 10 20 29 1 5 10 19 28
7 7qu2 run-bound-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 7qu2 run-bound-CDR-EpiVag-AA-mpi-50-50 0 0 0 3 7 0 0 0 0 0 0 0 0 0 0
7 7nx3 run-bound-Para-Epi-mpi-50-50 1 5 10 16 16 1 5 10 15 15 1 4 9 14 14
7 7nx3 run-bound-CDR-EpiVag-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 7nx3 run-bound-CDR-EpiVag-AA-mpi-50-50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7 7lfb run-bound-Para-Epi-mpi-50-50 1 5 10 20 27 1 5 10 20 27 1 5 10 20 25
